Table,Classification,ID,ZH,VN,TH
beauty_base.xlsx,desc2,15,西夏国皇太妃，逍遥派弟子。为爱成痴，与师姐争斗一生。,"Hoàng Thái Phi Tây Hạ Quốc, đệ tử Tiêu Dao Phái. Vì yêu hóa si, tranh đấu với sư tỷ cả đời.",ศิษย์น้องแห่งหัวซาน ดุจไข่มุกในอุ้งมือเจ้าสำนัก วันหนึ่งมอบใจผิดคน วาสนาน้อยต้องตายด้วยน้ำมือท่าน
beauty_base.xlsx,desc2,16,桃花岛叛徒，练就九阴白骨爪，一生痴情亦悲情的邪派高手。,"Đồ đệ phản đồ Đào Hoa Đảo, luyện thành Cửu Âm Bạch Cốt Trảo, một đời chung tình mà bi thương của cao thủ tà phái.",หญิงสาวแห่งหุบเขาหมื่นภัย ผู้ไร้เดียงสาและร่าเริง บังคับพังพอนพิษสายฟ้า และผูกวาสนากับคุณชายต้วน
beauty_base.xlsx,desc2,17,黑纱蒙面，性烈如马。身许有缘人，谁知是兄长。,"Che mặt bằng khăn đen, tính thẳng như ngựa. Thân trao người hữu duyên, ai ngờ là huynh trưởng.",สวมผ้าคลุมหน้าสีดำ อุปนิสัยดุดันดุจม้าป่า มอบกายให้ผู้มีวาสนา ใครจะรู้ว่าเป็นพี่ชาย
beauty_base.xlsx,desc2,18,绍敏郡主，智计无双。初与无忌为敌，终伴其画眉一生。,"Triệu Mẫn Quận chúa, trí kế vô song. Ban đầu đối địch với Vô Kỵ, cuối cùng bầu bạn vẽ mày cả đời.",เจ้าหญิงเตี๋ยเมี่ยง มีสติปัญญาและกลอุบายเป็นเลิศ แรกเริ่มเป็นศัตรูกับบ่อกี้ สุดท้ายเคียงข้างเขาไปตลอดชีวิต
beauty_base.xlsx,desc2,19,桃花岛末徒，风姿嫣然。为君吹箫，终身不悔。,"Đệ tử cuối cùng Đào Hoa Đảo, phong thái yêu kiều. Vì chàng thổi tiêu, trọn đời không hối hận.",ศิษย์คนสุดท้ายแห่งเกาะดอกท้อ งดงามน่ารัก เป่าขลุ่ยให้ท่าน ไม่เสียใจชั่วชีวิต
beauty_base.xlsx,desc2,20,赤练仙子，貌美心狠。问世间情为何物，一生为情所困。,"Xích Luyện Tiên Tử, dung mạo xinh đẹp lòng dạ hiểm độc. Hỏi thế gian tình là chi, cả đời vì tình mà khổ.",นางชีลิ้มเจ็ก งดงามแต่ใจเหี้ยมโหด ถามว่าความรักในโลกนี้คือสิ่งใด ถูกความรักพันธนาการไปตลอดชีวิต
beauty_base.xlsx,desc2,21,金面佛之女，蕙质兰心。情系雪山飞狐，化解两代恩仇。,"Con gái Kim Diện Phật, huệ chất lan tâm. Tình duyên với Tuyết Sơn Phi Hồ, hóa giải ân oán hai đời.",ธิดาแห่งพุทธหน้าทอง มีจิตใจบริสุทธิ์ดุจกล้วยไม้ ผูกพันรักกับจิ้งจอกภูเขาหิมะ คลี่คลายความแค้นสองชั่วอายุคน
beauty_skill.xlsx,skill_name,7,风华绝代,Phong Hoa Tuyệt Đại,สง่างามแห่งยุค
beauty_skill.xlsx,skill_name,8,风华绝代,Phong Hoa Tuyệt Đại,สง่างามแห่งยุค
beauty_skill.xlsx,skill_name,9,风华绝代,Phong Hoa Tuyệt Đại,สง่างามแห่งยุค
beauty_skill.xlsx,skill_name,10,风华绝代,Phong Hoa Tuyệt Đại,สง่างามแห่งยุค
beauty_skill.xlsx,skill_name,11,风华绝代,Phong Hoa Tuyệt Đại,สง่างามแห่งยุค
beauty_skill.xlsx,skill_name,12,风华绝代,Phong Hoa Tuyệt Đại,สง่างามแห่งยุค
beauty_skill.xlsx,skill_name,13,风华绝代,Phong Hoa Tuyệt Đại,สง่างามแห่งยุค
beauty_skill.xlsx,skill_name,14,风华绝代,Phong Hoa Tuyệt Đại,สง่างามแห่งยุค
beauty_skill.xlsx,skill_name,15,风华绝代,Phong Hoa Tuyệt Đại,สง่างามแห่งยุค
beauty_skill.xlsx,skill_name,16,风华绝代,Phong Hoa Tuyệt Đại,สง่างามแห่งยุค
beauty_skill.xlsx,skill_name,17,风华绝代,Phong Hoa Tuyệt Đại,สง่างามแห่งยุค
beauty_skill.xlsx,skill_name,19,婉约可人,Uyển Ước Khả Nhân,นุ่มนวลน่าเอ็นดู
beauty_skill.xlsx,skill_name,20,婉约可人,Uyển Ước Khả Nhân,นุ่มนวลน่าเอ็นดู
beauty_skill.xlsx,skill_name,21,婉约可人,Uyển Ước Khả Nhân,นุ่มนวลน่าเอ็นดู
beauty_skill.xlsx,skill_name,22,婉约可人,Uyển Ước Khả Nhân,นุ่มนวลน่าเอ็นดู
beauty_skill.xlsx,skill_name,23,婉约可人,Uyển Ước Khả Nhân,นุ่มนวลน่าเอ็นดู
beauty_skill.xlsx,skill_name,24,婉约可人,Uyển Ước Khả Nhân,นุ่มนวลน่าเอ็นดู
beauty_skill.xlsx,skill_name,25,婉约可人,Uyển Ước Khả Nhân,นุ่มนวลน่าเอ็นดู
beauty_skill.xlsx,skill_name,26,婉约可人,Uyển Ước Khả Nhân,นุ่มนวลน่าเอ็นดู
beauty_skill.xlsx,skill_name,27,婉约可人,Uyển Ước Khả Nhân,นุ่มนวลน่าเอ็นดู
beauty_skill.xlsx,skill_name,28,婉约可人,Uyển Ước Khả Nhân,นุ่มนวลน่าเอ็นดู
beauty_skill.xlsx,skill_name,29,婉约可人,Uyển Ước Khả Nhân,นุ่มนวลน่าเอ็นดู
beauty_skill.xlsx,skill_name,31,艳冠群芳,Diễm Quán Quần Phương,โฉมงามอันดับหนึ่ง
beauty_skill.xlsx,skill_name,32,艳冠群芳,Diễm Quán Quần Phương,โฉมงามอันดับหนึ่ง
beauty_skill.xlsx,skill_name,33,艳冠群芳,Diễm Quán Quần Phương,โฉมงามอันดับหนึ่ง
beauty_skill.xlsx,skill_name,34,艳冠群芳,Diễm Quán Quần Phương,โฉมงามอันดับหนึ่ง
beauty_skill.xlsx,skill_name,35,艳冠群芳,Diễm Quán Quần Phương,โฉมงามอันดับหนึ่ง
beauty_skill.xlsx,skill_name,36,艳冠群芳,Diễm Quán Quần Phương,โฉมงามอันดับหนึ่ง
beauty_skill.xlsx,skill_name,37,艳冠群芳,Diễm Quán Quần Phương,โฉมงามอันดับหนึ่ง
beauty_skill.xlsx,skill_name,38,艳冠群芳,Diễm Quán Quần Phương,โฉมงามอันดับหนึ่ง
beauty_skill.xlsx,skill_name,39,艳冠群芳,Diễm Quán Quần Phương,โฉมงามอันดับหนึ่ง
beauty_skill.xlsx,skill_name,40,艳冠群芳,Diễm Quán Quần Phương,โฉมงามอันดับหนึ่ง
beauty_skill.xlsx,skill_name,41,艳冠群芳,Diễm Quán Quần Phương,โฉมงามอันดับหนึ่ง
beauty_skill.xlsx,skill_name,43,权倾朝野,Quyền Khuynh Triều Dã,มีอำนาจล้นฟ้า
beauty_skill.xlsx,skill_name,44,权倾朝野,Quyền Khuynh Triều Dã,มีอำนาจล้นฟ้า
beauty_skill.xlsx,skill_name,45,权倾朝野,Quyền Khuynh Triều Dã,มีอำนาจล้นฟ้า
beauty_skill.xlsx,skill_name,46,权倾朝野,Quyền Khuynh Triều Dã,มีอำนาจล้นฟ้า
beauty_skill.xlsx,skill_name,47,权倾朝野,Quyền Khuynh Triều Dã,มีอำนาจล้นฟ้า
beauty_skill.xlsx,skill_name,48,权倾朝野,Quyền Khuynh Triều Dã,มีอำนาจล้นฟ้า
beauty_skill.xlsx,skill_name,49,权倾朝野,Quyền Khuynh Triều Dã,มีอำนาจล้นฟ้า
beauty_skill.xlsx,skill_name,50,权倾朝野,Quyền Khuynh Triều Dã,มีอำนาจล้นฟ้า
beauty_skill.xlsx,skill_name,51,权倾朝野,Quyền Khuynh Triều Dã,มีอำนาจล้นฟ้า
beauty_skill.xlsx,skill_name,52,权倾朝野,Quyền Khuynh Triều Dã,มีอำนาจล้นฟ้า
beauty_skill.xlsx,skill_name,53,权倾朝野,Quyền Khuynh Triều Dã,มีอำนาจล้นฟ้า
beauty_skill.xlsx,skill_name,55,羽化登仙,Vũ Hóa Đăng Tiên,บรรลุเซียน
beauty_skill.xlsx,skill_name,56,羽化登仙,Vũ Hóa Đăng Tiên,บรรลุเซียน
beauty_skill.xlsx,skill_name,57,羽化登仙,Vũ Hóa Đăng Tiên,บรรลุเซียน
beauty_skill.xlsx,skill_name,58,羽化登仙,Vũ Hóa Đăng Tiên,บรรลุเซียน
beauty_skill.xlsx,skill_name,59,羽化登仙,Vũ Hóa Đăng Tiên,บรรลุเซียน
beauty_skill.xlsx,skill_name,60,羽化登仙,Vũ Hóa Đăng Tiên,บรรลุเซียน
beauty_skill.xlsx,skill_name,61,羽化登仙,Vũ Hóa Đăng Tiên,บรรลุเซียน
beauty_skill.xlsx,skill_name,62,羽化登仙,Vũ Hóa Đăng Tiên,บรรลุเซียน
beauty_skill.xlsx,skill_name,63,羽化登仙,Vũ Hóa Đăng Tiên,บรรลุเซียน
beauty_skill.xlsx,skill_name,64,羽化登仙,Vũ Hóa Đăng Tiên,บรรลุเซียน
beauty_skill.xlsx,skill_name,65,羽化登仙,Vũ Hóa Đăng Tiên,บรรลุเซียน
beauty_skill.xlsx,skill_name,67,古韵倾城,Cổ Vận Khuynh Thành,เสน่ห์โบราณสะกดนคร
beauty_skill.xlsx,skill_name,68,古韵倾城,Cổ Vận Khuynh Thành,เสน่ห์โบราณสะกดนคร
beauty_skill.xlsx,skill_name,69,古韵倾城,Cổ Vận Khuynh Thành,เสน่ห์โบราณสะกดนคร
beauty_skill.xlsx,skill_name,70,古韵倾城,Cổ Vận Khuynh Thành,เสน่ห์โบราณสะกดนคร
beauty_skill.xlsx,skill_name,71,古韵倾城,Cổ Vận Khuynh Thành,เสน่ห์โบราณสะกดนคร
beauty_skill.xlsx,skill_name,72,古韵倾城,Cổ Vận Khuynh Thành,เสน่ห์โบราณสะกดนคร
beauty_skill.xlsx,skill_name,73,古韵倾城,Cổ Vận Khuynh Thành,เสน่ห์โบราณสะกดนคร
beauty_skill.xlsx,skill_name,74,古韵倾城,Cổ Vận Khuynh Thành,เสน่ห์โบราณสะกดนคร
beauty_skill.xlsx,skill_name,75,古韵倾城,Cổ Vận Khuynh Thành,เสน่ห์โบราณสะกดนคร
beauty_skill.xlsx,skill_name,76,古韵倾城,Cổ Vận Khuynh Thành,เสน่ห์โบราณสะกดนคร
beauty_skill.xlsx,skill_name,77,古韵倾城,Cổ Vận Khuynh Thành,เสน่ห์โบราณสะกดนคร
beauty_skill.xlsx,skill_name,79,绝代佳人,Tuyệt Thế Giai Nhân,โฉมงามไร้เทียมทานแห่งยุค
beauty_skill.xlsx,skill_name,80,绝代佳人,Tuyệt Thế Giai Nhân,โฉมงามไร้เทียมทานแห่งยุค
beauty_skill.xlsx,skill_name,81,绝代佳人,Tuyệt Thế Giai Nhân,โฉมงามไร้เทียมทานแห่งยุค
beauty_skill.xlsx,skill_name,82,绝代佳人,Tuyệt Thế Giai Nhân,โฉมงามไร้เทียมทานแห่งยุค
beauty_skill.xlsx,skill_name,83,绝代佳人,Tuyệt Thế Giai Nhân,โฉมงามไร้เทียมทานแห่งยุค
beauty_skill.xlsx,skill_name,84,绝代佳人,Tuyệt Thế Giai Nhân,โฉมงามไร้เทียมทานแห่งยุค
beauty_skill.xlsx,skill_name,85,绝代佳人,Tuyệt Thế Giai Nhân,โฉมงามไร้เทียมทานแห่งยุค
beauty_skill.xlsx,skill_name,86,绝代佳人,Tuyệt Thế Giai Nhân,โฉมงามไร้เทียมทานแห่งยุค
beauty_skill.xlsx,skill_name,87,绝代佳人,Tuyệt Thế Giai Nhân,โฉมงามไร้เทียมทานแห่งยุค
beauty_skill.xlsx,skill_name,88,绝代佳人,Tuyệt Thế Giai Nhân,โฉมงามไร้เทียมทานแห่งยุค
beauty_skill.xlsx,skill_name,89,绝代佳人,Tuyệt Thế Giai Nhân,โฉมงามไร้เทียมทานแห่งยุค
beauty_skill.xlsx,skill_name,91,国色天香,Quốc Sắc Thiên Hương,โฉมสะคราญหอมล้ำ
beauty_skill.xlsx,skill_name,92,国色天香,Quốc Sắc Thiên Hương,โฉมสะคราญหอมล้ำ
beauty_skill.xlsx,skill_name,93,国色天香,Quốc Sắc Thiên Hương,โฉมสะคราญหอมล้ำ
beauty_skill.xlsx,skill_name,94,国色天香,Quốc Sắc Thiên Hương,โฉมสะคราญหอมล้ำ
beauty_skill.xlsx,skill_name,95,国色天香,Quốc Sắc Thiên Hương,โฉมสะคราญหอมล้ำ
